,composition,Formation Energy (eV/atom)
441,Ac2H6Pd6,-0.3796104022434781
442,Ac2H8Ir2,-0.4762349128723144
443,Ac2Ni2H8,-0.4076018333435063
444,Ac2H8Pd2,-0.4125989278157549
445,Ac2H8Rh2,-0.5117811361948652
446,AcH6Ir,-0.3564586639404297
447,AcH7Rh2,-0.3196207523345942
448,Ac2Hf2Pt2,-0.7950595219930019
449,AcHg,-0.4921726193921318
450,Ac2In2Hg2,-0.4888384479215775
451,AcMgTlHg,-0.3728226128665879
452,NaAcHgPb,-0.4268972380407927
453,NaAcSnHg,-0.4795249207266447
454,Ac2Ni2Hg2,-0.3686665830941038
455,AcHgPd4,-0.6010546355411925
456,AcHgPt4,-0.7233487436141095
457,Ac2Hg2Rh2,-0.549591157628202
458,Ac2Si2Hg2,-0.5192686059009075
459,AcHgTe2,-0.9389090044745084
460,Ac2Tl2Hg2,-0.4442281860044637
461,AcHg2,-0.4805932319027253
462,Ac2In2Hg4,-0.4497736897961846
463,AcMgHg2,-0.4434822605944226
464,AcMg5Hg2,-0.3063823286144214
465,NaAcHg2,-0.3958246913449519
466,Ac2Hg4Pd2,-0.564294239570355
467,Ac2Hg4Rh2,-0.4710056987302056
468,AcSnHg2,-0.4478552546994443
469,SrAcHg2,-0.5329981353776208
470,AcYbHg2,-0.5875559654729119
471,Ac2Hg6,-0.3958847234989036
472,SrAcHg4,-0.4820638970396982
473,AcHg5,-0.2755745991893197
474,Ac4Ho4O12,-3.521872075398764
475,AcHoOs,-0.0822403166029195
476,Ac2Ho2Te6,-1.5894019444783534
477,Ac2Ho4S8,-2.151520638238816
478,Ac2Ho4Se8,-1.9888586770920536
479,Ac2Ho6S12,-2.1673907279968256
480,Ac2Ho6Se12,-1.9970927238464355
481,Ac2In2I2,-0.9804941813151044
482,Ac2Ir2I2,-1.1184085210164385
483,Ac2Ni2I2,-0.8813721338907881
484,Ac2I2O2,-2.809054692586263
485,Ac2I2O8,-1.636808554331462
486,AcIO6,-1.1083492040634155
487,Ac2Rh2I2,-1.083035310109456
488,Ac2Tl2I2,-0.9002066453297934
489,Ac2Zn2I2,-0.8731624285380049
490,Ac2I6,-1.5492606163024902
491,Rb6Ac2I12,-1.538515639305115
492,AcIn,-0.4372668266296386
493,Ac4In4Ir4,-0.5971819559733076
494,Li2AcIn,-0.2662437756856284
495,Ac2Mg2In2,-0.3716301388210721
496,Ac2In2Ni2,-0.4158328374226885
497,Ac4In4O12,-2.544877815246582
498,Ac4In4Pd4,-0.7487808863321943
499,Ac2In2Pd4,-0.7683672904968262
500,Ac4In4Pt4,-0.9191843668619786
501,AcInPt4,-0.7836421330769863
502,AcInSn2,-0.5019824504852295
503,Ac2In4,-0.4756361643473306
504,Ac2In4Ir2,-0.5336382389068604
505,AcMg4In2,-0.2734478995913552
506,AcIn2Pd4,-0.6454858779907227
507,Ac2In4Rh2,-0.6169601678848267
508,AcZn2In2,-0.3785547256469725
509,Ac2In6,-0.434198379516602
510,Ac2In8Ni2,-0.3714718818664555
511,Ac2In8Pd2,-0.5139389038085933
512,AcIn5Ir,-0.3491576058523997
513,AcIn5Pt2,-0.5537970066070557
514,AcIn5Rh,-0.4112095832824707
515,AcIn6Pd4,-0.5417434518987481
516,Ac2Ir2,-0.5835084915161133
517,Ac2La2Ir2,-0.5949633916219081
518,Ac4Mg4Ir4,-0.5800527996487084
519,Ac2Mg4Ir2,-0.4869341055552167
520,AcNdIr,-0.4672595659891758
521,AcNiIr,-0.4449383417765293
522,AcNi2Ir,-0.3425586223602295
523,Ac2P2Ir2O2,-1.9493814195905408
524,AcPIr,-1.067943981715611
525,AcIrPt,-0.762242952982584
526,Ac2Ir2Rh2,-0.5778358777364101
527,Ac4Si4Ir4,-0.862798372904459
528,Ac2Si4Ir2,-0.8619024753570557
529,AcSmIr,-0.495213508605957
530,Ac4Sn4Ir4,-0.712430477142334
531,Ac4Sn8Ir4,-0.6283936500549316
532,SrAcIr,-0.34721839427948
533,AcYbIr,-0.5393707752227783
534,Ac4Zn4Ir4,-0.5475068092346191
535,Ac2Zn4Ir2,-0.4567198753356933
536,Ac2Ir4,-0.5636816024780273
537,AcMg2Ir2,-0.524876340230306
538,AcMg5Ir2,-0.43242879708608
539,AcNb2Ir2,-0.4797594070434563
540,Ac2Pm4Ir4,-0.607356452941894
541,Ac2Sb4Ir4,-0.6526417414347341
542,AcSi2Ir2,-0.9635248184204102
543,Ac2Sn4Ir4,-0.5983131408691404
544,SrAcIr4,-0.4227569301923122
545,KAcO2,-2.60376513004303
546,KAcPt4,-0.7070666154225664
547,KAcS2,-1.9306684732437136
548,K2Ac2Se4,-1.8460489511489868
549,KAcTe2,-1.57162344455719
550,AcLaOs,-0.0506219863891601
551,AcLaPt4,-1.0499485333760583
552,AcLaRh4,-0.6448890368143712
553,AcLaRu,-0.1500813166300449
554,Ac2La6Se12,-2.094242572784424
555,Li4Ac4Pb4,-0.5421999825371637
556,Li2Ac2Pd2,-0.5499069425794816
557,Li4Ac4Pd8,-0.6502164999643965
558,LiAcPt4,-0.8522983656989203
559,Li2Ac2Rh2,-0.4658715460035534
560,LiAcSb,-0.8917555279201936
561,Li2Ac2Sb4,-0.8777859210968018
562,Li4Ac4Si8,-0.5194286505381269
563,Li4Ac4Sn4,-0.659977330101861
564,Li4Ac4Tl4,-0.3151308430565733
565,LiAcTl2,-0.3210168282190961
566,Li4Ac2Pb4,-0.4430073420206706
567,Li4Ac2Sn4,-0.5512621561686202
568,Li6Ac2Pd4,-0.4805947939554849
569,Li4AcPd2,-0.4062420527140302
570,Li8Ac2Pt4,-0.6023877915881934
571,Ac4Lu4O12,-3.5881662368774423
572,Ac2Mg2,-0.1380173365275068
573,Ac2Mg2Pb2,-0.4127465354071726
574,Ac6Mg6Pd6,-0.6585801442464199
575,Ac4Mg4Pt4,-0.8988454606797953
576,Ac2Mg2Rh2,-0.5888862080044222
577,Ac2Mg2Sn2,-0.5473699039883089
578,AcMgTl,-0.3122595416174993
579,Ac3Mg3Zn3,-0.2380887667338056
580,AcMg12,-0.0709921763493459
581,Ac2Mg4,-0.1720022095574278
582,Ac2Mg4Ni2,-0.235442797342936
583,Ac2Mg4Pd2,-0.5477730433146157
584,AcMg2Pd2,-0.713430341084798
585,Ac2Mg4Pt2,-0.7259825865427652
586,AcMg2Pt2,-0.9635146458943676
587,Ac2Mg4Rh2,-0.4971673885981245
588,AcMg2Si2,-0.4565764745076492
589,AcMg2Sn2,-0.5092171986897784
590,Ac2Mg4Tl2,-0.2703051368395486
591,AcMg2Tl2,-0.2911941846211747
592,Ac2Mg6Sb6,-0.656731878008161
593,Ac2Mg8Sn4,-0.4030790783110118
594,AcMg4Zn2,-0.2281817481631323
595,AcMg5Rh2,-0.4505065282185878
596,AcMg6Tl6,-0.1640883592458868
597,AcMg8Zn4,-0.2010312936244866
598,Ac2Mn2N6,-0.6899153939608862
599,Ac2Mn2P2O2,-1.3983695283899165
600,Ac4Mn4O12,-2.282835888040476
601,AcMn2O6,-1.5510368602942686
602,AcMoN3,-0.8307382583618157
603,Ac2Mo2O8,-1.9131077130635576
604,AcMo6S8,-0.9776606877644848
605,AcN,-1.13307523727417
606,Ac4Sn4N4O4,-1.4972485303878784
607,Ac2N2O8,-1.725104808807373
608,AcPa7N12,-1.5943423271179211
609,AcN2,-0.8120565414428711
610,Ac4P4N8,-0.9903186048780164
611,AcPaN2,-1.4297866821289062
612,Ac2Ni2N6,-0.4727849960327148
613,AcNpN3,-1.2435998916625977
614,AcPuN3,-1.157273292541502
