composition,cell,positions,numbers,material_id,MP Formation energy (eV/atom),MP Hull distance (eV/atom),natoms,spacegroup
P,"[[-0.09542613, 0.18074972, 7.40508055], [-3.68052182, 11.21378503, 1.55696012], [-12.17992659, 0.035492499999999004, 3.737192819999999]]","[[0.58305083, 0.66953917, 0.15031254], [0.41694917000000004, 0.33046083, 0.8496874600000001], [0.70777779, 0.52177918, 0.27157352], [0.29222221, 0.47822082, 0.72842648], [0.83587015, 0.41492333000000003, 0.15221195], [0.16412985, 0.58507667, 0.84778805], [0.95788153, 0.27290735, 0.27660186000000003], [0.04211847, 0.72709265, 0.72339814], [0.0996214, 0.15471928000000001, 0.17283281], [0.900378599999999, 0.84528072, 0.82716719], [0.23322126, 0.02232682, 0.2985336], [0.76677874, 0.97767318, 0.701466399999999], [0.32859892, 0.9269208600000001, 0.16943557], [0.67140108, 0.07307914, 0.83056443], [0.46237782, 0.7704132300000001, 0.27339607], [0.5376221800000001, 0.22958677, 0.72660393], [0.20901423, 0.5164306, 0.33962035], [0.79098577, 0.4835694, 0.66037965], [0.45667131, 0.41941837, 0.39886869], [0.5433286900000001, 0.58058163, 0.60113231], [0.4603555, 0.26345099, 0.34144415], [0.5396445, 0.7365490100000001, 0.65855585], [0.70436398, 0.17258174, 0.40609815], [0.29563602, 0.8274182600000001, 0.5939018500000001], [0.73494514, 0.00280684, 0.36919302], [0.26505486, -0.00280684, 0.63080698], [0.98306969, 0.91710505, 0.43272613], [0.01693031, 0.08289495, 0.56727387], [0.9627620800000001, 0.77469526, 0.3639651], [0.03723792, 0.22530474, 0.6360349], [0.21280165, 0.66498994, 0.40319657000000003], [0.78719835, 0.33501006, 0.59680343], [0.31891089, 0.60589611, 0.15301717], [0.68108911, 0.39410389, 0.84698283], [0.60429078, 0.31869447, 0.1550917], [0.39570922000000003, 0.68130553, 0.8449083], [0.8727975, 0.04736855, 0.17931393], [0.1272025, 0.95263145, 0.82068607], [0.04898223, 0.87255982, 0.1752378], [0.95101777, 0.12744018000000001, 0.8247622], [0.39535972, 0.45309195, 0.08200113], [0.60464028, 0.54690805, 0.91799887]]","[15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",mp-1198724,0.0,0.0,42,P-1
Cd3Au,"[[8.19576513, -1e-08, -0.0], [-4.09788307, 7.09773821, 0.0], [0.0, 0.0, 8.63507114]]","[[0.63385072, 0.0, 0.92223255], [0.63385072, 0.63385072, 0.42223255], [-0.0, 0.36614928, 0.42223255], [0.0, 0.63385072, 0.92223255], [0.36614928, 0.36614928, 0.92223255], [0.36614928, -0.0, 0.42223255], [0.0, 0.0, 0.32831892], [0.0, 0.0, 0.8283189200000001], [0.333333, 0.666667, 0.20443714000000002], [0.666667, 0.333333, 0.70443714], [0.333333, 0.666667, 0.70443714], [0.666667, 0.333333, 0.20443714000000002], [0.29491559, -0.0, 0.07762021], [0.29491559, 0.29491559, 0.57762021], [0.0, 0.70508441, 0.57762021], [-0.0, 0.29491559, 0.07762021], [0.70508441, 0.70508441, 0.07762021], [0.70508441, 0.0, 0.57762021], [0.670644799999999, -0.0, 0.2500825], [0.670644799999999, 0.670644799999999, 0.7500825], [0.0, 0.329355199999999, 0.7500825], [-0.0, 0.670644799999999, 0.2500825], [0.329355199999999, 0.329355199999999, 0.2500825], [0.329355199999999, 0.0, 0.7500825]]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 79, 79, 79, 79, 79, 79]",mp-30370,-0.13127558999999986,0.0,24,P6_3cm
P3Au2,"[[4.69385766, -0.03608178, 0.54708515], [1.5723259, 5.22838236, 2.21687203], [-0.01317228, 0.01925146, 7.79539886]]","[[0.53389924, 0.6807834500000001, -0.0], [0.46610076, 0.31921655, 0.0], [0.17857535, 0.451044899999999, 0.756249899999999], [0.82142465, 0.79270621, 0.756249899999999], [0.17857535, 0.20729379, 0.2437501], [0.82142465, 0.5489551, 0.2437501], [-0.0, 0.89049227, 0.21901346], [0.0, 0.10950773, 0.78098654], [0.5, 0.5, 0.5], [0.5, 0.0, 0.5]]","[15, 15, 15, 15, 15, 15, 79, 79, 79, 79]",mp-27258,-0.11036257800000016,0.0,10,C2/m
CdP2,"[[5.3155021, 0.0, 0.0], [-0.0, 5.3155021, -0.0], [0.0, -0.0, 19.84646626]]","[[0.346543799999999, 0.87303577, 0.45164808], [0.653456199999999, 0.12696423, 0.95164808], [0.87303577, 0.346543799999999, 0.54835192], [0.37303577, 0.1534562, 0.70164808], [0.62696423, 0.8465438, 0.20164808], [0.1534562, 0.37303577, 0.29835192], [0.8465438, 0.62696423, 0.79835192], [0.12696423, 0.653456199999999, 0.04835192], [0.5242504, 0.51974515, 0.37404772000000003], [0.4757496, 0.48025485, 0.87404772], [0.51974515, 0.5242504, 0.62595228], [0.01974515, 0.9757496, 0.62404772], [0.98025485, 0.0242504, 0.12404772], [0.9757496, 0.01974515, 0.37595228], [0.0242504, 0.98025485, 0.87595228], [0.48025485, 0.4757496, 0.12595228], [0.78580675, 0.30752234, 0.06546578], [0.19247766, 0.28580675, 0.81546578], [0.80752234, 0.71419325, 0.31546578000000003], [0.28580675, 0.19247766, 0.18453422], [0.71419325, 0.80752234, 0.68453422], [0.21419325, 0.69247766, 0.56546578], [0.30752234, 0.78580675, 0.93453422], [0.69247766, 0.21419325, 0.43453422]]","[48, 48, 48, 48, 48, 48, 48, 48, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]",mp-913,-0.121630448888889,0.0,24,P4_32_12
CdAu,"[[3.0346084, 0.0, 0.0], [0.0, 4.77679884, -0.0], [0.0, 0.0, 5.21254541]]","[[0.0, 0.75, 0.6872690300000001], [0.0, 0.25, 0.31273097], [0.5, 0.75, 0.18229113], [0.5, 0.25, 0.81770787]]","[48, 48, 79, 79]",mp-1404,-0.17514305250000017,0.0,4,Pmma
CdAu3,"[[4.16047153, 0.0, 0.0], [0.0, 4.16047153, 0.0], [0.0, 0.0, 4.17894599]]","[[0.0, 0.0, -0.0], [0.0, 0.5, 0.5], [0.5, 0.0, 0.5], [0.5, 0.5, -0.0]]","[48, 79, 79, 79]",mp-1264,-0.13013994500000026,0.0,4,P4/mmm
Cd5Au3,"[[5.1511562, 0.0, 1.81713422], [2.5755781, 7.63823937, 0.90856762], [0.03456189, 1e-08, 8.11175662]]","[[0.57951018, 0.69544983, 0.14553082], [0.42048982, 0.30455017, 0.85446918], [0.72504099, 0.85446918, 0.69544983], [0.27495901, 0.14553082, 0.30455017], [0.92048982, 0.85446918, 0.30455017], [0.22504099, 0.69544983, 0.85446918], [0.25, 0.5, 0.5], [0.75, 0.5, 0.5], [0.07951018, 0.14553082, 0.69544983], [0.77495901, 0.30455017, 0.14553082], [0.83504646, 0.5, 0.82990609], [0.6649535400000001, 0.17009391000000001, 0.5], [0.33504646, 0.82990609, 0.5], [0.16495354, 0.5, 0.17009391000000001], [0.75, -0.0, -0.0], [0.25, -0.0, -0.0]]","[48, 48, 48, 48, 48, 48, 48, 48, 48, 48, 79, 79, 79, 79, 79, 79]",mp-30371,-0.16653602437500004,0.0,16,I4/mcm
Hf,"[[3.19238514, 1e-08, -0.0], [-1.59619206, 2.76468575, 0.0], [-0.0, 0.0, 5.04504164]]","[[0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75]]","[72, 72]",mp-103,0.0,0.0,2,P6_3/mmc
Tl,"[[-1.7810504999999992, 3.08487378, -1e-08], [3.56210307, 2e-08, 1e-08], [1.7810504999999992, -1.02829056, -8.24041678]]","[[-0.0, -0.0, 0.0], [0.77906001, 0.22094099, 0.33717803], [0.22094099, 0.77905901, 0.66282197]]","[81, 81, 81]",mp-972351,0.0,0.0,3,R-3m
Zn,"[[2.61436012, 0.0, 0.0], [-1.30717906, 2.26410212, 0.0], [0.0, -0.0, 4.87316102]]","[[0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75]]","[30, 30]",mp-79,0.0,0.0,2,P6_3/mmc
Ge,"[[3.47512448, 0.0, 2.00636466], [1.15837483, 3.2763781, 2.00636466], [0.0, 0.0, 4.01272831]]","[[0.875, 0.875, 0.875], [0.125, 0.125, 0.125]]","[32, 32]",mp-32,0.0,0.0,2,Fd-3m
Cr,"[[-1.21202989, 2.09929826, 1.71414484], [-1.2120981, -2.0992983, 1.71409689], [2.42409431, 5.806e-05, 1.71409785]]","[[0.49999995, 0.49999995, 0.50000001], [5e-08, 5e-08, -1e-08]]","[24, 24]",mp-90,0.0,0.0,2,Im-3m
Cr3Ge,"[[4.54939447, 0.0, -0.0], [-0.0, 4.54939447, -0.0], [-0.0, -0.0, 4.54939447]]","[[0.25, -0.0, 0.5], [0.75, -0.0, 0.5], [0.0, 0.5, 0.25], [0.0, 0.5, 0.75], [0.5, 0.75, -0.0], [0.5, 0.25, -0.0], [0.0, -0.0, -0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 24, 24, 32, 32]",mp-20685,-0.1119359849999988,0.0,8,Pm-3n
VZn3,"[[3.78548049, -0.0, -0.0], [-0.0, 3.7854815, 0.0], [-0.0, -0.0, 3.7854815]]","[[0.0, 0.0, 0.0], [0.0, 0.5, 0.5], [0.5, 0.5, -0.0], [0.5, 0.0, 0.5]]","[23, 30, 30, 30]",mp-11578,-0.051881434999999865,0.0,4,Pm-3m
V4Zn5,"[[3.08668405, 0.0, 0.78975887], [1.54288368, 6.20474316, 0.39667179], [0.0053405, 0.00184998, 6.40598635]]","[[0.34264897, 0.65735203, 0.6573510300000001], [-0.0, 0.34252843, 0.65747157], [0.0, 0.65747157, 0.34252843], [0.6573510300000001, 0.34264797, 0.34264897], [-0.0, 0.0, 0.0], [0.33049073, 2.7230000000000002e-05, 0.3389893], [0.66950927, 0.6610107, 0.9999727700000001], [0.33049073, 0.3389893, 2.7230000000000002e-05], [0.66950927, 0.9999727700000001, 0.6610107]]","[23, 23, 23, 23, 30, 30, 30, 30, 30]",mp-30883,-0.04639046888888901,0.0,9,I4/mmm
Si2Os,"[[6.50687331, -0.012175799999999001, -0.0], [-1.4424130800000001, 6.34499866, 0.0], [-0.0, 0.0, 8.22288206]]","[[0.9247761600000001, 0.178751, 0.7248103100000001], [0.57522384, 0.321249, 0.22481031], [0.678751, 0.42477616, 0.77518969], [0.821249, 0.07522384, 0.27518969], [0.07522384, 0.821249, 0.27518969], [0.42477616, 0.678751, 0.77518969], [0.321249, 0.57522384, 0.22481031], [0.178751, 0.9247761600000001, 0.7248103100000001], [0.59481757, 0.85059294, 0.05769116], [0.90518243, 0.64940706, 0.55769116], [0.35059294, 0.09481757, 0.44230884000000004], [0.14940706, 0.40518243, 0.94230884], [0.40518243, 0.14940706, 0.94230884], [0.09481757, 0.35059294, 0.44230884000000004], [0.64940706, 0.90518243, 0.55769116], [0.85059294, 0.59481757, 0.05769116], [0.81077405, 0.81077405, 0.8170556600000001], [0.68922595, 0.68922595, 0.31705566], [0.31077405, 0.31077405, 0.68294434], [0.18922595, 0.18922595, 0.18294434], [0.71589063, 0.28410937, 0.5], [0.78410937, 0.21589063, 0.0], [0.28410937, 0.71589063, 0.5], [0.21589063, 0.78410937, 0.0]]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 76, 76, 76, 76, 76, 76, 76, 76]",mp-17123,-0.44963506416666615,0.0,24,Cmce
Si3Os2,"[[5.59784075, -0.0, 0.0], [0.0, 8.965625750000001, 0.0], [0.0, 0.0, 11.1951356]]","[[0.60304926, 0.10491919, 0.6312299100000001], [0.10304926, 0.39508081, 0.86877009], [0.89695074, 0.10491919, 0.36877009], [0.39695074, 0.39508081, 0.13122991], [0.39695074, 0.8950808100000001, 0.36877009], [0.89695074, 0.60491919, 0.13122991], [0.10304926, 0.8950808100000001, 0.6312299100000001], [0.60304926, 0.60491919, 0.86877009], [0.91064973, 0.06325765, 0.81905027], [0.41064973, 0.43674235, 0.68094973], [0.5893502700000001, 0.06325765, 0.18094973], [0.08935027, 0.43674235, 0.31905027], [0.08935027, 0.9367423500000001, 0.18094973], [0.5893502700000001, 0.56325765, 0.31905027], [0.41064973, 0.9367423500000001, 0.81905027], [0.91064973, 0.56325765, 0.68094973], [0.55815835, 0.70431836, 0.57451279], [0.058158350000000004, 0.79568164, 0.92548721], [0.94184165, 0.70431836, 0.42548721], [0.44184165000000003, 0.79568164, 0.07451279], [0.44184165000000003, 0.29568164, 0.42548721], [0.94184165, 0.20431836, 0.07451279], [0.058158350000000004, 0.29568164, 0.57451279], [0.55815835, 0.20431836, 0.92548721], [0.75, 0.92299654, 0.5], [0.25, 0.57700346, -0.0], [0.25, 0.07700346, 0.5], [0.75, 0.42299654000000003, -0.0], [0.75, 0.46291332, 0.5], [0.25, 0.037086680000000004, -0.0], [0.25, 0.53708668, 0.5], [0.75, 0.9629133200000001, -0.0], [0.76257629, 0.31277051, 0.74475926], [0.26257629, 0.18722949, 0.75524074], [0.7374237100000001, 0.31277051, 0.25524074], [0.23742371, 0.18722949, 0.24475926], [0.23742371, 0.68722949, 0.25524074], [0.7374237100000001, 0.81277051, 0.24475926], [0.26257629, 0.68722949, 0.74475926], [0.76257629, 0.81277051, 0.75524074]]","[14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76, 76]",mp-16608,-0.4514912960000004,0.0,40,Pbcn
Cu15Si4,"[[7.84596053, 0.0, -2.77396583], [-3.92297926, 6.79480065, -2.77396583], [0.0, -0.0, 8.32189748]]","[[0.25, 0.625, 0.375], [0.375, 0.25, 0.625], [0.125, 0.75, 0.875], [0.875, 0.125, 0.75], [0.625, 0.375, 0.25], [0.75, 0.875, 0.125], [0.12437296, 0.07320591, 0.27475795000000003], [0.92679409, 0.70155103, 0.051165050000000004], [0.15038698, 0.87562704, 0.44883495], [0.44883495, 0.15038698, 0.87562704], [0.72524205, 0.34961302, 0.79844897], [0.79844897, 0.72524205, 0.34961302], [0.70155103, 0.051165050000000004, 0.92679409], [0.84961302, 0.22524205, 0.29844897], [0.55116505, 0.20155103, 0.42679409], [0.6503869800000001, 0.9488349500000001, 0.37562704], [0.22524205, 0.29844897, 0.84961302], [0.42679409, 0.55116505, 0.20155103], [0.9488349500000001, 0.37562704, 0.6503869800000001], [0.27475795000000003, 0.12437296, 0.07320591], [0.07320591, 0.27475795000000003, 0.12437296], [0.29844897, 0.84961302, 0.22524205], [0.20155103, 0.42679409, 0.55116505], [0.37562704, 0.6503869800000001, 0.9488349500000001], [0.57320591, 0.62437296, 0.77475795], [0.77475795, 0.57320591, 0.62437296], [0.62437296, 0.77475795, 0.57320591], [0.34961302, 0.79844897, 0.72524205], [0.051165050000000004, 0.92679409, 0.70155103], [0.87562704, 0.44883495, 0.15038698], [0.41150787, 0.41150787, 0.41150787], [0.58849213, 0.5, -0.0], [0.0, 0.58849213, 0.5], [0.5, 0.0, 0.58849213], [0.0, 0.08849213, 0.5], [0.5, 0.0, 0.08849213], [0.08849213, 0.5, 0.0], [0.91150787, 0.91150787, 0.91150787]]","[29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 29, 14, 14, 14, 14, 14, 14, 14, 14]",mp-14266,-0.05945710157894717,0.0,38,I-43d
Os,"[[2.74613393, -0.0, 0.0], [-1.37306697, 2.37822244, 0.0], [0.0, -0.0, 4.32631422]]","[[0.333333, 0.666667, 0.25], [0.666667, 0.333333, 0.75]]","[76, 76]",mp-49,0.0,0.0,2,P6_3/mmc
VPt8,"[[0.00435428, -0.0, 3.88989106], [-4.16510959, 4.16564315, 1.94031799], [-4.16510959, -4.16564213, 1.94031799]]","[[-5.04e-06, 1.00000634, 1.00000634], [0.33931833, 0.9999943, 0.32110573000000003], [0.66068001, 4.759999999999998e-06, 0.67889468], [0.66068001, 0.67889468, 4.759999999999998e-06], [0.33931833, 0.32110573000000003, 0.9999943], [1.00000156, 0.32800392, 0.67199295], [1.00000156, 0.67199295, 0.32800392], [0.6721767200000001, 0.32799787, 0.32799787], [0.32782954000000003, 0.67199845, 0.67199845]]","[23, 78, 78, 78, 78, 78, 78, 78, 78]",mp-1079997,-0.2601652788888889,0.0,9,I4/mmm
VPt3,"[[3.53852629, -0.0, -1.56590831], [-0.69296346, 3.47001007, -1.56590831], [0.0095902, 0.01169544, 4.80267891]]","[[0.0, 0.0, 0.0], [0.25, 0.75, 0.5], [0.75, 0.25, 0.5], [0.5, 0.5, 0.0]]","[23, 78, 78, 78]",mp-2705,-0.4434515674999995,0.0,4,I4/mmm
VPt,"[[3.79896637, 0.0, 0.0], [0.0, 3.79896637, 0.0], [0.0, -0.0, 3.892575019999999]]","[[0.5, -0.0, 0.5], [0.0, 0.5, 0.5], [0.5, 0.5, 0.0], [-0.0, 0.0, 0.0]]","[23, 23, 78, 78]",mp-2678,-0.5503410800000008,0.0,4,P4/mmm
VPt2,"[[2.60857862, 0.0, -0.77834345], [-0.45182187, 3.46111277, -1.514256759999999], [0.01000183, 0.00738838, 4.79394452]]","[[0.0, 0.0, 0.0], [0.66067062, 0.66067062, 0.32134023], [0.33932938, 0.33932938, 0.67865977]]","[23, 78, 78]",mp-12108,-0.5436441933333332,0.0,3,Immm
BiPt,"[[-2.1907645000000002, -3.79628781, -0.0], [-2.1907645000000002, 3.79628781, 0.0], [0.0, -0.0, -5.53421412]]","[[0.66678025, 0.33321975, 0.75], [0.33321975, 0.66678025, 0.25], [0.0, -0.0, 0.5], [0.0, -0.0, 0.0]]","[83, 83, 78, 78]",mp-1066078,-0.2727963375,0.0,4,P6_3/mmc
Bi2Pt,"[[6.80374488, -0.0, 0.0], [-0.0, 6.87113584, 0.0], [0.0, 0.0, 13.50523382]]","[[0.3728534, 0.5398351100000001, 0.1852482], [0.63958779, 0.80709896, 0.06473629], [0.13958779, 0.80709896, 0.43526371], [0.8728534, 0.96016489, 0.814751799999999], [0.36041221, 0.30709896000000003, 0.43526371], [0.8728534, 0.5398351100000001, 0.314751799999999], [0.6271466, 0.46016489, 0.814751799999999], [0.6271466, 0.03983511, 0.314751799999999], [0.3728534, 0.96016489, 0.6852482], [0.1271466, 0.03983511, 0.1852482], [0.86041221, 0.30709896000000003, 0.06473629], [0.1271466, 0.46016489, 0.6852482], [0.13958779, 0.69290104, 0.93526371], [0.86041221, 0.19290104, 0.56473629], [0.36041221, 0.19290104, 0.93526371], [0.63958779, 0.69290104, 0.56473629], [0.50281445, 0.66676693, 0.37064254], [0.50281445, 0.83323307, 0.87064254], [0.49718555000000003, 0.33323307, 0.62935746], [0.00281445, 0.83323307, 0.62935746], [0.00281445, 0.66676693, 0.12935746], [0.99718555, 0.33323307, 0.87064254], [0.49718555000000003, 0.16676693, 0.12935746], [0.99718555, 0.16676693, 0.37064254]]","[83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 83, 78, 78, 78, 78, 78, 78, 78, 78]",mp-568531,-0.2472541633333337,0.0,24,Pbca
V3Pt,"[[4.78809327, 0.0, 0.0], [0.0, 4.78808455, 0.0], [0.0, 0.0, 4.78808333]]","[[0.5, 0.25000348, 0.999999], [0.5, 0.74999659, 0.999999], [0.24999706, 6.44e-06, 0.500001], [0.75000294, 6.44e-06, 0.500001], [-0.0, 0.49999347, 0.24999048000000001], [0.0, 0.49999347, 0.75000952], [0.5, 0.4999922, 0.500001], [0.0, 7.92e-06, 0.999999]]","[23, 23, 23, 23, 23, 23, 78, 78]",mp-2211,-0.42711509999999997,0.0,8,Pm-3n
Pt,"[[2.41467637, -0.0, 1.39411444], [0.80489179, 2.27657954, 1.39411444], [0.0, 0.0, 2.78822786]]","[[-0.0, 0.0, -0.0]]",[78],mp-126,0.0,0.0,1,Fm-3m
Hf2Ag,"[[3.09803551, 1e-08, -0.81696665], [-0.21543703, 3.09053564, -0.81696664], [0.02002198, 0.0214664, 6.35847253]]","[[0.33549993, 0.33549993, 0.6710018600000001], [0.66450007, 0.66450007, 0.32899814], [-0.0, -0.0, 0.0]]","[72, 72, 47]",mp-13155,-0.11902569555555569,0.0,3,I4/mmm
Hf2Ge,"[[4.60391106, 2e-08, 2.61137401], [2.30195755, 4.65314962, 1.30568852], [0.00623687, 1e-08, 5.35309059]]","[[0.6557608500000001, 0.1884783, 0.5], [0.84423915, 0.5, 0.8115217], [0.34423915, 0.8115217, 0.5], [0.15576085, 0.5, 0.1884783], [0.75, -0.0, -0.0], [0.25, -0.0, -0.0]]","[72, 72, 72, 72, 32, 32]",mp-9939,-0.6566395966666659,0.0,6,I4/mcm
HfAg,"[[3.42187445, 0.0, -0.0], [0.0, 3.42187445, -0.0], [-0.0, 0.0, 6.57172388]]","[[0.75, 0.75, 0.85846248], [0.25, 0.25, 0.14153752], [0.75, 0.75, 0.38411185000000003], [0.25, 0.25, 0.61588815]]","[72, 72, 47, 47]",mp-13156,-0.11511328583333302,0.0,4,P4/nmm
Hf3Ge2,"[[7.10040584, 0.0, 0.0], [0.0, 7.10040584, 0.0], [0.0, 0.0, 3.70111906]]","[[0.0, 0.0, -0.0], [0.499998999999999, 0.499998999999999, -0.0], [0.17003912000000002, 0.67003812, 0.5], [0.82996088, 0.32996188, 0.5], [0.67003812, 0.82996088, 0.5], [0.32996188, 0.17003912000000002, 0.5], [0.6305437700000001, 0.13054377, -0.0], [0.36945623, 0.86945723, 0.0], [0.13054377, 0.36945623, 0.0], [0.86945723, 0.6305437700000001, -0.0]]","[72, 72, 72, 72, 72, 72, 32, 32, 32, 32]",mp-976273,-0.6944245100000004,0.0,10,P4/mbm
HfGe2,"[[3.75280289, 0.0, -0.0], [0.0, 3.6693178, -0.93307934], [-0.0, 0.01070926, 7.72342192]]","[[0.25, 0.8938702, 0.78774139], [0.75, 0.1061298, 0.21225861000000001], [0.25, 0.55957757, 0.11915514], [0.75, 0.44042243000000003, 0.8808448600000001], [0.75, 0.74984946, 0.49969793], [0.25, 0.25015054000000003, 0.50030207]]","[72, 72, 32, 32, 32, 32]",mp-13683,-0.4722301116666661,0.0,6,Cmcm
Hf5Ge4,"[[7.01370133, 0.0, 0.0], [0.0, 7.09269166, 0.0], [0.0, 0.0, 13.38472024]]","[[0.01583723, 0.32293611, 0.09530653], [0.51583723, 0.17706389, 0.40469347], [0.48416277, 0.82293611, 0.90469347], [0.9841627700000001, 0.67706389, 0.59530653], [0.01583723, 0.32293611, 0.40469347], [0.51583723, 0.17706389, 0.09530653], [0.48416277, 0.82293611, 0.59530653], [0.9841627700000001, 0.67706389, 0.90469347], [0.85549009, 0.83440439, 0.12366015], [0.35549009, 0.66559561, 0.37633985000000003], [0.64450991, 0.33440439, 0.87633985], [0.14450991, 0.16559561, 0.62366015], [0.14450991, 0.16559561, 0.87633985], [0.64450991, 0.33440439, 0.62366015], [0.35549009, 0.66559561, 0.12366015], [0.85549009, 0.83440439, 0.37633985000000003], [0.1826361, 0.0025821200000000002, 0.25], [0.6826361, 0.49741788000000003, 0.25], [0.3173639, 0.50258212, 0.75], [0.817363899999999, 0.99741788, 0.75], [0.69918164, 0.5351237600000001, 0.040884790000000004], [0.19918164, 0.96487624, 0.45911521], [0.8008183600000001, 0.035123760000000004, 0.95911521], [0.30081836, 0.46487624, 0.54088479], [0.30081836, 0.46487624, 0.95911521], [0.8008183600000001, 0.035123760000000004, 0.54088479], [0.19918164, 0.96487624, 0.040884790000000004], [0.69918164, 0.5351237600000001, 0.45911521], [0.32160936, 0.35390415000000003, 0.25], [0.8216093600000001, 0.14609585, 0.25], [0.17839064000000002, 0.85390415, 0.75], [0.67839064, 0.64609585, 0.75], [0.05427048, 0.61262923, 0.25], [0.55427048, 0.88737077, 0.25], [0.44572952, 0.11262923, 0.75], [0.94572952, 0.38737077000000003, 0.75]]","[72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 72, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32]",mp-737,-0.7051580327777773,0.0,36,Pnma
CrGeRu2,"[[-0.0, 2.98561581, 2.98561581], [2.98561581, 0.0, 2.98561581], [2.98561581, 2.98561581, 0.0]]","[[0.5, 0.5, 0.5], [0.0, 0.0, -0.0], [0.25, 0.25, 0.25], [0.75, 0.75, 0.75]]","[24, 32, 44, 44]",mp-1206594,-0.2270916737499995,0.0,4,Fm-3m
Ge3Ru2,"[[5.72816865, -0.0, 0.0], [0.0, 9.25283982, 0.0], [0.0, 0.0, 11.46508853]]","[[0.5980677600000001, 0.10200165, 0.63367669], [0.09806776, 0.39799835, 0.8663233100000001], [0.90193224, 0.10200165, 0.36632331], [0.40193224, 0.39799835, 0.13367669000000001], [0.40193224, 0.8979983500000001, 0.36632331], [0.90193224, 0.60200165, 0.13367669000000001], [0.09806776, 0.8979983500000001, 0.63367669], [0.5980677600000001, 0.60200165, 0.8663233100000001], [0.91304199, 0.0661218, 0.82451363], [0.41304199, 0.4338782, 0.67548637], [0.58695801, 0.0661218, 0.17548637], [0.08695801, 0.4338782, 0.32451363], [0.08695801, 0.9338782, 0.17548637], [0.58695801, 0.5661218, 0.32451363], [0.41304199, 0.9338782, 0.82451363], [0.91304199, 0.5661218, 0.67548637], [0.5424634700000001, 0.71488343, 0.5741445], [0.04246347, 0.78511657, 0.925855499999999], [0.95753653, 0.71488343, 0.4258555], [0.45753653, 0.78511657, 0.0741445], [0.45753653, 0.28511657, 0.4258555], [0.95753653, 0.21488343000000001, 0.0741445], [0.04246347, 0.28511657, 0.5741445], [0.5424634700000001, 0.21488343000000001, 0.925855499999999], [0.75, 0.92580924, 0.5], [0.25, 0.57419076, 0.0], [0.25, 0.07419076000000001, 0.5], [0.75, 0.42580924000000003, 0.0], [0.75, 0.45716249000000003, 0.5], [0.25, 0.04283751, 0.0], [0.25, 0.54283751, 0.5], [0.75, 0.95716249, 0.0], [0.75943274, 0.31233878, 0.74609989], [0.25943274, 0.18766122000000002, 0.75390011], [0.7405672600000001, 0.31233878, 0.25390011], [0.24056726, 0.18766122000000002, 0.24609989000000002], [0.24056726, 0.68766122, 0.25390011], [0.7405672600000001, 0.81233878, 0.24609989000000002], [0.25943274, 0.68766122, 0.74609989], [0.75943274, 0.81233878, 0.75390011]]","[32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 32, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44, 44]",mp-21945,-0.35275534149999854,0.0,40,Pbcn
