Unnamed: 0,composition,type,cell,positions,numbers,initial_cell,initial_positions,initial_numbers,optimized_formula,optimized_cell,optimized_positions,optimized_numbers,Energy (eV/atom),Formation Energy (eV/atom),Hull Distance (eV/atom)
56778,Pt2MoSb,full,"[[2.82847276, 2.82847276, -0.0], [-2.82847276, 2.82847276, 0.0], [0.0, 0.0, 8.48391646]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[78, 78, 78, 78, 42, 42, 51, 51]","[[2.82847276, 2.82847276, -0.0], [-2.82847276, 2.82847276, 0.0], [0.0, 0.0, 8.48391646]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[78, 78, 78, 78, 42, 42, 51, 51]",Mo2Pt4Sb2,"[[2.768386782671305, 2.768386782671301, 9.299163131836463e-17], [-2.7683867826713047, 2.7683867826713007, 9.299163131836155e-17], [-3.7137225376490224e-33, 2.817088609492249e-16, 8.829713167579856]]","[[0.49999999999999994, 4.5413921025078787e-17, 0.24999999999999994], [-2.03555472361736e-16, 0.4999999999999998, 0.75], [0.4999999999999999, 1.997411771502654e-17, 0.75], [-1.7811566905168377e-16, 0.49999999999999983, 0.24999999999999994], [-7.861527203165718e-17, -7.839144061211678e-17, 0.4999999999999999], [0.4999999999999998, 0.4999999999999999, -3.3408014892150607e-34], [-3.925167816094353e-17, -3.925167816094354e-17, 9.633343321186197e-49], [0.4999999999999998, 0.4999999999999999, 0.4999999999999999]]","[78, 78, 78, 78, 42, 42, 51, 51]",-6.8330793380737305,-0.0687796274820966,0.29697573184967035
56927,PtRhGe,half,"[[2.57966064, 2.57966064, -0.0], [-2.57966064, 2.57966064, 0.0], [0.0, 0.0, 7.7928567]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[78, 78, 45, 45, 32, 32]","[[2.57966064, 2.57966064, -0.0], [-2.57966064, 2.57966064, 0.0], [0.0, 0.0, 7.7928567]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[78, 78, 45, 45, 32, 32]",Ge2Pt2Rh2,"[[2.5039150078648404, 2.5039150078648404, 1.296804128840915e-29], [-2.503915007864841, 2.503915007864841, 1.2968041288409106e-29], [-4.496491270360449e-44, 4.2768725444748025e-29, 8.205633663862072]]","[[0.5000000000000001, -2.3970098395915276e-16, 0.2500000000000001], [-7.193372715617999e-17, 0.5000000000000001, 0.7500000000000002], [7.710128514058029e-17, 9.504895933888818e-17, 0.5000000000000002], [0.5, 0.4999999999999999, 3.877395466275509e-46], [-7.703719777548903e-34, -7.310590679706343e-37, -1.3637490069811945e-77], [0.49999999999999994, 0.4999999999999998, 0.5000000000000002]]","[78, 78, 45, 45, 32, 32]",-6.083473205566406,-0.1117351849873857,0.39238103230794247
58541,AuYPb,half,"[[3.42375234, 3.42375234, 0.0], [-3.42375234, 3.42375234, -0.0], [-0.0, -0.0, 6.84474068]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[79, 79, 39, 39, 82, 82]","[[3.42375234, 3.42375234, 0.0], [-3.42375234, 3.42375234, -0.0], [-0.0, -0.0, 6.84474068]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[79, 79, 39, 39, 82, 82]",Au2Pb2Y2,"[[3.4273498619037244, 3.4273498619037226, 1.068896395369432e-19], [-3.4273498619037244, 3.4273498619037226, 1.068896395369432e-19], [-3.69033371969587e-35, 2.13779278550575e-19, 6.854699748938666]]","[[0.5000000000000001, -1.4850520321394377e-16, 0.25000000000000006], [-3.904431082428979e-16, 0.49999999999999983, 0.7499999999999999], [-6.486289399606474e-17, -6.486289399606481e-17, 0.5000000000000001], [0.4999999999999994, 0.5, 9.12297255450197e-36], [-6.486289399606473e-17, -6.486289399606481e-17, -4.670847758202034e-52], [0.4999999999999994, 0.5, 0.5000000000000001]]","[79, 79, 39, 39, 82, 82]",-5.167764981587728,-0.695794264475504,0.0
59170,AuCdSn,half,"[[-0.0, 3.32627087, 3.32627087], [3.32627087, -0.0, 3.32627087], [3.32627087, 3.32627087, 0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.5, 0.5, 0.4999999999999998], [0.0, 0.0, 0.0]]","[79, 48, 50]","[[-0.0, 3.32627087, 3.32627087], [3.32627087, -0.0, 3.32627087], [3.32627087, 3.32627087, 0.0]]","[[0.25, 0.25, 0.24999999999999997], [0.5, 0.5, 0.4999999999999998], [0.0, 0.0, 0.0]]","[79, 48, 50]",AuCdSn,"[[-5.829211258132166e-19, 3.3327622278662368, 3.3327622278662368], [3.3327622278662368, 1.837679476672317e-18, 3.3327622278662368], [3.3327622278662368, 3.3327622278662368, 4.8121004758177284e-20]]","[[0.25000000000000006, 0.24999999999999978, 0.2500000000000003], [0.5, 0.4999999999999996, 0.5000000000000007], [6.675481751281166e-17, 6.675481751281158e-17, 6.675481751281184e-17]]","[79, 48, 50]",-2.914759318033854,-0.1978333592414856,0.0
59236,AuHfTl,half,"[[3.26322721, 3.26322721, -0.0], [-3.26322721, 3.26322721, 0.0], [-0.0, -0.0, 6.52645631]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[79, 79, 72, 72, 81, 81]","[[3.26322721, 3.26322721, -0.0], [-3.26322721, 3.26322721, 0.0], [-0.0, -0.0, 6.52645631]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[79, 79, 72, 72, 81, 81]",Au2Hf2Tl2,"[[3.2638032430713415, 3.263803243071342, 9.241072625519336e-20], [-3.2638032430713415, 3.263803243071342, 9.241072625525754e-20], [-3.7789347344775975e-32, 1.8482145300742939e-19, 6.527606515140282]]","[[0.4999999999999998, 2.291422064868584e-16, 0.24999999999999994], [-6.580070278376546e-16, 0.49999999999999906, 0.7499999999999998], [-5.790981670445216e-33, 3.838631879103275e-33, 0.49999999999999983], [0.4999999999999987, 0.49999999999999967, 3.4022237680933877e-17], [-5.777807472751622e-33, 3.081505550609481e-33, 3.402223768093391e-17], [0.4999999999999987, 0.49999999999999967, 0.49999999999999983]]","[79, 79, 72, 72, 81, 81]",-5.34150505065918,-0.1689070860544843,0.2057373523712158
63434,Lu2NbTl,full,"[[3.18169452, 3.18169452, 0.0], [-3.18169452, 3.18169452, -0.0], [-0.0, -0.0, 9.33892967]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[71, 71, 71, 71, 41, 41, 81, 81]","[[3.18169452, 3.18169452, 0.0], [-3.18169452, 3.18169452, -0.0], [-0.0, -0.0, 9.33892967]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[71, 71, 71, 71, 41, 41, 81, 81]",Lu4Nb2Tl2,"[[3.2252690338354344, 3.225269033835435, -3.261265048844191e-19], [-3.225269033835435, 3.2252690338354353, -3.261265048843752e-19], [1.5211454615493266e-32, -9.318687635377102e-19, 9.220058657758885]]","[[0.49999999999999906, -1.5033215032407095e-15, 0.25000000000000006], [-3.092081237413956e-16, 0.5000000000000001, 0.7500000000000002], [0.49999999999999906, -1.5032492713777423e-15, 0.7500000000000002], [-3.6479150683562064e-16, 0.5000000000000002, 0.25000000000000006], [-5.120291412185098e-17, 5.1202914121851224e-17, 0.5000000000000001], [0.49999999999999944, 0.499999999999998, -4.996711598811629e-35], [-6.978815958894472e-17, 2.2148186258690203e-31, 8.243610260653036e-51], [0.49999999999999944, 0.49999999999999795, 0.5000000000000001]]","[71, 71, 71, 71, 41, 41, 81, 81]",-5.272071361541748,0.0931002497673034,0.277827501296997
65425,Sc2HfSb,inverse,"[[3.05191914, 3.05191914, 0.0], [-3.05191914, 3.05191914, -0.0], [0.0, 0.0, 9.59864081]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[21, 21, 21, 21, 72, 72, 51, 51]","[[3.05191914, 3.05191914, 0.0], [-3.05191914, 3.05191914, -0.0], [0.0, 0.0, 9.59864081]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[21, 21, 21, 21, 72, 72, 51, 51]",Hf2Sb2Sc4,"[[3.026093391614522, 3.026093391614519, 6.733253251640636e-31], [-3.0260933916145225, 3.0260933916145194, 6.7332532516418335e-31], [-5.60622723201317e-45, 2.2659652936458845e-30, 9.751302681798839]]","[[0.49999999999999956, -2.0065670904458905e-15, 0.24999999999999994], [3.554088687803791e-16, 0.4999999999999997, 0.7500000000000007], [-2.6559843047686406e-17, 2.6559843047686517e-17, 0.4999999999999999], [0.49999999999999994, 0.49999999999999767, 9.875924218415039e-47], [0.4999999999999996, -2.0620782416771487e-15, 0.7500000000000007], [4.109200200116371e-16, 0.49999999999999967, 0.24999999999999994], [-3.637786499891208e-17, 3.637786499891225e-17, -6.542512318556699e-63], [0.49999999999999994, 0.49999999999999767, 0.4999999999999999]]","[21, 21, 21, 21, 72, 72, 51, 51]",-7.071459770202637,-0.4280523459116621,0.17993783950805642
65593,Sc2RePb,inverse,"[[2.99642779, 2.99642779, -0.0], [-2.99642779, 2.99642779, -0.0], [0.0, 0.0, 8.99174409]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[21, 21, 21, 21, 75, 75, 82, 82]","[[2.99642779, 2.99642779, -0.0], [-2.99642779, 2.99642779, -0.0], [0.0, 0.0, 8.99174409]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[21, 21, 21, 21, 75, 75, 82, 82]",Pb2Re2Sc4,"[[2.9320793258872593, 2.932079325887259, -1.0810085678349616e-18], [-2.9320793258872593, 2.932079325887259, -1.0810085678349617e-18], [3.075386953183434e-34, -3.201983381018849e-18, 9.35454421168583]]","[[0.5000000000000001, -1.270807531642352e-16, 0.25000000000000006], [-6.97604307275656e-16, 0.4999999999999995, 0.75], [9.92720599314337e-17, 4.893415125514132e-17, 0.5000000000000001], [0.49999999999999895, 0.49999999999999983, -5.449093445582978e-35], [0.5000000000000001, -1.2680774013959184e-16, 0.75], [-6.978773203002993e-16, 0.4999999999999995, 0.25000000000000006], [7.410310559328754e-17, 4.052403868541102e-32, 7.25463978400299e-51], [0.49999999999999895, 0.49999999999999983, 0.5000000000000001]]","[21, 21, 21, 21, 75, 75, 82, 82]",-7.213304042816162,-0.0357625484466552,0.38802249091012186
66673,Ti2HfP,full,"[[2.71130665, 2.71130665, -0.0], [-2.71130665, 2.71130665, -0.0], [-0.0, -0.0, 9.03925322]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[22, 22, 22, 22, 72, 72, 15, 15]","[[2.71130665, 2.71130665, -0.0], [-2.71130665, 2.71130665, -0.0], [-0.0, -0.0, 9.03925322]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[22, 22, 22, 22, 72, 72, 15, 15]",Hf2P2Ti4,"[[2.703029471600924, 2.703029471600924, -4.818694532828777e-19], [-2.7030294716009236, 2.703029471600923, -4.818694532819734e-19], [9.334952367966304e-34, -1.6242233587240808e-18, 9.053406948723527]]","[[0.49999999999999983, 2.1004175950782094e-16, 0.25], [1.0507769380330864e-15, 0.5000000000000008, 0.7500000000000002], [0.49999999999999983, 2.1019198200592804e-16, 0.7500000000000002], [1.0506267155349793e-15, 0.5000000000000008, 0.25], [-7.256347713967399e-17, -9.122810646820127e-17, 0.5], [0.5000000000000009, 0.5000000000000009, -2.925908776185244e-35], [-4.0947895901968794e-17, -4.09478959019688e-17, -4.276805305745345e-51], [0.5000000000000009, 0.500000000000001, 0.5]]","[22, 22, 22, 22, 72, 72, 15, 15]",-8.235630989074707,-0.4986283665611628,0.378251234690348
69052,Cr2MoGa,inverse,"[[3.03173458, 3.03173458, -0.0], [-3.03173458, 3.03173458, 0.0], [0.0, 0.0, 6.05917336]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 42, 42, 31, 31]","[[3.03173458, 3.03173458, -0.0], [-3.03173458, 3.03173458, 0.0], [0.0, 0.0, 6.05917336]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 42, 42, 31, 31]",Cr4Ga2Mo2,"[[3.0266589149505148, 3.0266589149505174, 2.0000626867627274e-19], [-3.0266589149505148, 3.0266589149505174, 2.0000626867629522e-19], [-8.207106097765608e-33, 4.0001253721752676e-19, 6.053317833986772]]","[[0.4999999999999999, 1.6556724127191394e-16, 0.25000000000000006], [-1.2626931022482174e-16, 0.5000000000000001, 0.7500000000000003], [1.4651484088435859e-16, -1.1041746038435515e-32, 0.5000000000000001], [0.4999999999999999, 0.5000000000000001, -4.5962176762513554e-36], [0.49999999999999994, 1.1002304927289388e-16, 0.7500000000000003], [-1.2623626945705952e-16, 0.5000000000000001, 0.25000000000000006], [1.465148408843586e-16, 2.573005274193055e-32, -2.983217628713628e-51], [0.4999999999999999, 0.5000000000000001, 0.5000000000000001]]","[24, 24, 24, 24, 42, 42, 31, 31]",-8.147891998291016,0.1274431943893432,0.21833801269531122
69501,Cr2TaGa,inverse,"[[2.62878893, 2.62878893, 0.0], [-2.62878893, 2.62878893, 0.0], [0.0, 0.0, 8.24186213]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 73, 73, 31, 31]","[[2.62878893, 2.62878893, 0.0], [-2.62878893, 2.62878893, 0.0], [0.0, 0.0, 8.24186213]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[24, 24, 24, 24, 73, 73, 31, 31]",Cr4Ga2Ta2,"[[2.588596221515312, 2.5885962215153118, 6.1290492941339886e-21], [-2.588596221515312, 2.5885962215153118, 6.12904929413399e-21], [-1.693991847178312e-36, 2.012992621597345e-20, 8.475106176133616]]","[[0.4999999999999998, 2.5891620203622016e-16, 0.25000000000000017], [-6.771099171492698e-16, 0.49999999999999933, 0.7500000000000001], [6.281613617974597e-17, -6.281613617974582e-17, 0.5000000000000003], [0.4999999999999987, 0.4999999999999998, 6.195248380832975e-37], [0.4999999999999998, 2.5891425793944983e-16, 0.7500000000000001], [-6.771079730524994e-16, 0.49999999999999933, 0.25000000000000017], [8.446650181421422e-17, 3.6447830939837527e-32, 4.463956091679601e-53], [0.4999999999999987, 0.4999999999999998, 0.5000000000000003]]","[24, 24, 24, 24, 73, 73, 31, 31]",-8.455597877502441,0.0716837644577026,0.20731711387634277
70658,Mn2RuAs,inverse,"[[2.66958057, 2.66958057, -0.0], [-2.66958057, 2.66958057, -0.0], [-0.0, -0.0, 7.51281197]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]","[25, 25, 25, 25, 44, 44, 33, 33]","[[2.66958057, 2.66958057, -0.0], [-2.66958057, 2.66958057, -0.0], [-0.0, -0.0, 7.51281197]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999999], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999999], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]","[25, 25, 25, 25, 44, 44, 33, 33]",As2Mn4Ru2,"[[2.9464339777842907, 2.94643397778429, 1.0431799464566734e-22], [-2.946433977784291, 2.9464339777842903, 1.0431799464566735e-22], [-1.3950714015416549e-42, 2.0883110798151794e-22, 5.892741813181006]]","[[0.49999999999999983, -3.375027680638147e-16, 0.2500000000000001], [-3.285120806801137e-17, 0.5, 0.75], [7.36374750046123e-18, -7.36374750046123e-18, 0.5000000000000002], [0.49999999999999983, 0.4999999999999997, -5.911091767282215e-17], [0.4999999999999999, -3.9301393701404313e-16, 0.75], [2.265996088221705e-17, 0.5, 0.2500000000000001], [1.309632362183319e-32, 2.5918237027876063e-37, -5.911091767282214e-17], [0.49999999999999983, 0.4999999999999997, 0.5000000000000002]]","[25, 25, 25, 25, 44, 44, 33, 33]",-8.136101722717285,-0.0889075377891792,0.06963540219712663
72337,Fe2AgAs,inverse,"[[2.71768403, 2.71768403, -0.0], [-2.71768403, 2.71768403, 0.0], [0.0, 0.0, 7.9275756]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]","[26, 26, 26, 26, 47, 47, 33, 33]","[[2.71768403, 2.71768403, -0.0], [-2.71768403, 2.71768403, 0.0], [0.0, 0.0, 7.9275756]]","[[0.5, 0.0, 0.24999999999999997], [0.0, 0.5, 0.7499999999999998], [0.0, 0.0, 0.49999999999999983], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7499999999999998], [0.0, 0.5, 0.24999999999999997], [0.0, 0.0, 0.0], [0.5, 0.5, 0.49999999999999983]]","[26, 26, 26, 26, 47, 47, 33, 33]",Ag2As2Fe4,"[[2.6599054401987905, 2.6599054401987923, 1.3903576577720752e-31], [-2.6599054401987914, 2.6599054401987927, 1.3903576577718308e-31], [-7.035453320362836e-46, 7.990423428581762e-31, 8.19843762674163]]","[[0.499999999999998, -2.360227536954717e-15, 0.24999999999999983], [-1.345599218437972e-16, 0.5, 0.7499999999999999], [-2.4380079610713197e-17, 2.4380079610713413e-17, 0.49999999999999967], [0.4999999999999979, 0.49999999999999784, -2.8009143794860965e-17], [0.499999999999998, -2.360227536954717e-15, 0.7499999999999999], [-1.3455992184379713e-16, 0.5, 0.24999999999999983], [-8.170361325081283e-17, 3.7053128698302396e-31, -2.8009143794860934e-17], [0.4999999999999979, 0.49999999999999784, 0.49999999999999967]]","[26, 26, 26, 26, 47, 47, 33, 33]",-5.772104263305664,0.3351358572642002,0.43248263994852654
73863,Co2CdBi,inverse,"[[2.7847441, 2.7847441, 0.0], [-2.7847441, 2.7847441, 0.0], [-0.0, 0.0, 8.93847971]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[27, 27, 27, 27, 48, 48, 83, 83]","[[2.7847441, 2.7847441, 0.0], [-2.7847441, 2.7847441, 0.0], [-0.0, 0.0, 8.93847971]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.75], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.75], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[27, 27, 27, 27, 48, 48, 83, 83]",Bi2Cd2Co4,"[[2.732969055680819, 2.73296905568082, -3.3019455650736636e-19], [-2.732969055680819, 2.73296905568082, -3.3019455650736627e-19], [-3.2346981704338627e-35, -1.0195246723710748e-18, 9.122143084698118]]","[[0.4999999999999998, 2.0751668614349453e-16, 0.25], [-5.425379406458826e-16, 0.49999999999999944, 0.7499999999999999], [2.5043264470099765e-17, 1.3442891462530147e-16, 0.5], [0.49999999999999895, 0.5000000000000002, -2.727118399571975e-35], [0.4999999999999998, 2.6312109901178514e-16, 0.7499999999999999], [-5.9814235351417325e-16, 0.49999999999999944, 0.25], [-7.973608954770065e-17, -7.969942648946181e-32, 2.3403300474843322e-51], [0.49999999999999883, 0.5, 0.5]]","[27, 27, 27, 27, 48, 48, 83, 83]",-4.232566833496094,0.4883338361978531,0.4883338361978531
74904,Ni2RuGe,inverse,"[[2.71704553, 2.71704553, -0.0], [-2.71704553, 2.71704553, 0.0], [-0.0, -0.0, 6.72759884]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[28, 28, 28, 28, 44, 44, 32, 32]","[[2.71704553, 2.71704553, -0.0], [-2.71704553, 2.71704553, 0.0], [-0.0, -0.0, 6.72759884]]","[[0.5, 0.0, 0.25], [0.0, 0.5, 0.7500000000000002], [0.0, 0.0, 0.5], [0.5, 0.5, 0.0], [0.5, 0.0, 0.7500000000000002], [0.0, 0.5, 0.25], [0.0, 0.0, 0.0], [0.5, 0.5, 0.5]]","[28, 28, 28, 28, 44, 44, 32, 32]",Ge2Ni4Ru2,"[[2.736395601458578, 2.7363956014585784, -2.4143916772809904e-19], [-2.7363956014585784, 2.7363956014585784, -2.4143916772809904e-19], [9.057474031702514e-38, -6.064242362038605e-19, 6.651518966001123]]","[[0.4999999999999997, -8.41128893549412e-17, 0.25], [2.9343600647750854e-16, 0.49999999999999983, 0.7500000000000001], [6.539915154895763e-17, 9.804647530811692e-17, 0.5], [0.5, 0.49999999999999983, -4.205476168468013e-35], [0.49999999999999967, -5.630191017888771e-17, 0.7500000000000001], [2.3786945168582613e-16, 0.4999999999999999, 0.25], [-1.078520768856851e-32, -9.40225082796201e-38, 2.393110256054287e-67], [0.49999999999999994, 0.4999999999999997, 0.5]]","[28, 28, 28, 28, 44, 44, 32, 32]",-6.485581398010254,-0.156304121017456,0.0796898735894098
75237,Ni2TaSn,inverse,"[[2.75998981, 2.75998981, -0.0], [-2.75998981, 2.75998981, -0.0], [-0.0, -0.0, 7.9613877]]","[[0.5, 4.022562042086513e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 4.022562042086513e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]","[28, 28, 28, 28, 73, 73, 50, 50]","[[2.75998981, 2.75998981, -0.0], [-2.75998981, 2.75998981, -0.0], [-0.0, -0.0, 7.9613877]]","[[0.5, 4.022562042086513e-17, 0.25], [0.9999999999999999, 0.4999999999999999, 0.75], [0.0, 0.0, 0.5], [0.49999999999999983, 0.49999999999999994, 0.0], [0.5, 4.022562042086513e-17, 0.75], [0.9999999999999999, 0.4999999999999999, 0.25], [0.0, 0.0, 0.0], [0.49999999999999983, 0.49999999999999994, 0.5]]","[28, 28, 28, 28, 73, 73, 50, 50]",Ni4Sn2Ta2,"[[2.7060209265847672, 2.7060209265847663, 9.56547784419214e-19], [-2.7060209265847672, 2.7060209265847663, 9.56547784419214e-19], [-2.8942029178556964e-37, 2.6366363977392523e-18, 8.286725927753006]]","[[0.4999999999999993, 8.021126752564261e-16, 0.24999999999999994], [0.9999999999999981, 0.5000000000000006, 0.7500000000000004], [-1.7214136741947687e-16, 1.7214136741947623e-16, 0.4999999999999999], [0.49999999999999833, 0.5000000000000001, 2.416215044525186e-34], [0.4999999999999993, 8.018690854552686e-16, 0.7500000000000004], [0.9999999999999981, 0.5000000000000006, 0.24999999999999994], [-1.609024816834609e-16, 1.6090248168346036e-16, 7.32792022238566e-50], [0.49999999999999833, 0.5, 0.4999999999999999]]","[28, 28, 28, 28, 73, 73, 50, 50]",-6.945821762084961,-0.0994609594345092,0.17171874046325722
